,0,1,2,3,4
0,0.8207926,0.0,0.4072333,0.40151903,0.6322108
1,0.8128926,0.0,0.41237658,0.4145185,0.63477325
2,0.805579,0.0,0.4211684,0.426759,0.6387037
3,0.79691744,0.0,0.4059232,0.43767357,0.6420252
4,0.7890855,0.0,0.41380572,0.44259572,0.6398132
5,0.7805946,0.0,0.40569866,0.44370848,0.635602
6,0.7736703,0.0,0.39819697,0.44941652,0.6351044
7,0.7667587,0.0,0.3841946,0.46007884,0.6381121
8,0.7601515,0.0,0.38989314,0.4707429,0.64147675
9,0.7514458,0.0,0.40040278,0.44288847,0.6137452
10,0.7410662,0.0,0.36660117,0.41813943,0.5906231
11,0.7341347,0.0,0.3637747,0.40922138,0.5813868
12,0.72580373,0.0,0.36450213,0.40766323,0.5776061
13,0.71995896,0.0,0.37527496,0.40103436,0.5684372
14,0.7127681,0.0,0.37684965,0.3852977,0.5508005
15,0.7040686,0.0,0.36848745,0.36429325,0.52924436
16,0.6924449,0.0,0.37459585,0.3401982,0.50499994
17,0.6822732,0.0,0.36951673,0.31841156,0.48248148
18,0.6762085,0.0,0.36203808,0.30368197,0.46601647
19,0.67009926,0.0,0.35506254,0.28951293,0.4494747
20,0.66602385,0.0,0.37144354,0.27829364,0.43543643
21,0.6601756,0.0,0.3556943,0.26754114,0.42255935
22,0.6564039,0.0,0.3565255,0.2582122,0.41211966
23,0.6545786,0.0,0.3496623,0.25372455,0.4065502
24,0.65369475,0.0,0.3582947,0.251944,0.4038849
25,0.65243435,0.0,0.3555736,0.25028205,0.40205085
26,0.65082026,0.0,0.35490757,0.24894036,0.40044135
27,0.65326107,0.0,0.3555683,0.25603867,0.40513265
28,0.65806997,0.0,0.35659456,0.2664324,0.4119898
29,0.6607593,0.0,0.35787144,0.27370986,0.41675404
30,0.6590474,0.0,0.35968328,0.2709542,0.4141094
31,0.65545374,0.0,0.35933882,0.2640869,0.40861362
32,0.6481686,0.0,0.3565873,0.25413394,0.40028164
33,0.638771,0.0,0.35444057,0.24226876,0.39080667
34,0.6280613,0.0,0.23294577,0.2404892,0.3887347
35,0.6093998,0.0,0.0,0.21489996,0.36935234
36,0.599609,0.0,0.0,0.21417639,0.37074423
37,0.5859912,0.0,0.0,0.20942894,0.3664937
38,0.5726502,0.0,0.007885252,0.20354857,0.36042455
39,0.56288755,0.0,0.009842475,0.19506335,0.35360938
40,0.5499352,0.0,0.001487483,0.18556626,0.34507558
41,0.5351211,0.0,0.0,0.1771611,0.3371354
42,0.5193247,0.0,0.0,0.1689926,0.32719946
43,0.5061472,0.0,0.0,0.1602178,0.31980634
44,0.49353743,0.0,0.0,0.15160313,0.31327343
45,0.47934037,0.0,0.0,0.14461988,0.30702674
46,0.46665874,0.0,0.0,0.13935952,0.30205834
47,0.45722392,0.0,0.0,0.13395193,0.29748103
48,0.4486581,0.0,0.0,0.1279315,0.29225728
49,0.440476,0.0,0.0,0.122714065,0.2871286
50,0.43334067,0.0,0.0,0.11859007,0.28305486
51,0.4268976,0.0,0.0,0.11437342,0.2792711
52,0.41949224,0.0,0.0,0.110079534,0.27505755
53,0.4129163,0.0,0.0,0.106187485,0.27118385
54,0.4074893,0.0,0.0,0.102256514,0.26767436
55,0.40119433,0.0,0.0,0.09738489,0.263451
56,0.39444765,0.0,0.0,0.09242034,0.25917503
57,0.3895089,0.0,0.0,0.08825586,0.25544837
58,0.38668653,0.0,0.0,0.08434881,0.25250635
59,0.3853762,0.0,0.0,0.0814006,0.25073817
60,0.38480157,0.0,0.0,0.077443525,0.24852107
61,0.3847621,0.0,0.0,0.0740997,0.2468085
62,0.38389647,0.0,0.0,0.07146663,0.24479176
63,0.38066065,0.0,0.0,0.06912468,0.24222031
64,0.37657648,0.0,0.0,0.06797494,0.2403844
65,0.37199727,0.0,0.0,0.06609517,0.23833835
66,0.3654149,0.0,0.0,0.06416275,0.23573203
67,0.35777944,0.0,0.0,0.06100396,0.2324072
68,0.3514225,0.0,0.0,0.05754195,0.229367
69,0.3472339,0.0,0.0,0.05549391,0.22718273
70,0.34554467,0.0,0.0,0.05415503,0.22565418
71,0.34514403,0.0,0.0,0.05311696,0.22423503
72,0.34527007,0.0,0.0,0.05166419,0.22230266
73,0.34593046,0.0,0.0,0.05018132,0.22039758
74,0.34638754,0.0,0.0,0.048040193,0.21817838
75,0.34615374,0.0,0.0,0.0464897,0.21652979
76,0.34612814,0.0,0.0,0.04522493,0.21531709
77,0.3461327,0.0,0.0,0.04447867,0.21434757
78,0.34548035,0.0,0.0,0.04353991,0.21314509
79,0.34464058,0.0,0.0,0.042098716,0.21158002
